Timestamp,Elapsed_Time_s,Target_Temp_C,Sensor_Temp_1_C,Sensor_Temp_2_C,Current_Step,Note
2025-12-07 15:22:09,0,25.0,0.35,1.92,1,PID_Ramp_or_Soaking
2025-12-07 15:22:14,6,25.0,0.61,2.59,1,PID_Ramp_or_Soaking
2025-12-07 15:22:20,11,25.0,1.15,4.96,1,PID_Ramp_or_Soaking
2025-12-07 15:22:25,17,25.0,1.88,8.25,1,PID_Ramp_or_Soaking
2025-12-07 15:22:31,22,25.0,2.78,11.64,1,PID_Ramp_or_Soaking
2025-12-07 15:22:36,27,25.0,3.8,14.81,1,PID_Ramp_or_Soaking
2025-12-07 15:22:41,33,25.0,4.89,17.76,1,PID_Ramp_or_Soaking
2025-12-07 15:22:47,38,25.0,6.06,20.52,1,PID_Ramp_or_Soaking
2025-12-07 15:22:52,44,25.0,7.41,23.11,1,PID_Ramp_or_Soaking
2025-12-07 15:22:57,49,25.0,9.01,25.6,1,PID_Ramp_or_Soaking
2025-12-07 15:23:03,54,25.0,10.91,27.96,1,PID_Ramp_or_Soaking
2025-12-07 15:23:08,60,25.0,12.18,30.19,1,PID_Ramp_or_Soaking
2025-12-07 15:23:14,65,25.0,12.9,32.36,1,PID_Ramp_or_Soaking
2025-12-07 15:23:19,71,25.0,13.59,34.43,1,PID_Ramp_or_Soaking
2025-12-07 15:23:24,76,25.0,14.03,36.41,1,PID_Ramp_or_Soaking
2025-12-07 15:23:30,81,25.0,14.62,38.32,1,PID_Ramp_or_Soaking
2025-12-07 15:23:35,87,25.0,15.57,40.18,1,PID_Ramp_or_Soaking
2025-12-07 15:23:41,92,25.0,16.89,41.98,1,PID_Ramp_or_Soaking
2025-12-07 15:23:46,98,25.0,18.0,43.71,1,PID_Ramp_or_Soaking
2025-12-07 15:23:51,103,25.0,19.42,45.4,1,PID_Ramp_or_Soaking
2025-12-07 15:23:57,108,25.0,20.78,47.0,1,PID_Ramp_or_Soaking
2025-12-07 15:24:02,114,25.0,22.04,48.39,1,PID_Ramp_or_Soaking
2025-12-07 15:24:08,119,25.0,23.41,49.34,1,PID_Ramp_or_Soaking
2025-12-07 15:24:13,124,25.0,24.76,49.79,1,PID_Ramp_or_Soaking
2025-12-07 15:24:18,130,25.0,25.89,49.7,1,PID_Ramp_or_Soaking
2025-12-07 15:24:24,135,25.0,26.77,49.01,1,PID_Ramp_or_Soaking
2025-12-07 15:24:29,141,25.0,27.68,47.89,1,PID_Ramp_or_Soaking
2025-12-07 15:24:35,146,25.0,28.5,46.6,1,PID_Ramp_or_Soaking
2025-12-07 15:24:40,151,25.0,29.23,45.24,1,PID_Ramp_or_Soaking
2025-12-07 15:24:45,157,25.0,29.92,43.85,1,PID_Ramp_or_Soaking
2025-12-07 15:24:51,162,25.0,30.45,42.44,1,PID_Ramp_or_Soaking
2025-12-07 15:24:56,168,25.0,30.98,40.97,1,PID_Ramp_or_Soaking
2025-12-07 15:25:01,173,25.0,31.34,39.51,1,PID_Ramp_or_Soaking
2025-12-07 15:25:07,178,25.0,31.62,38.06,1,PID_Ramp_or_Soaking
2025-12-07 15:25:12,184,25.0,31.7,36.71,1,PID_Ramp_or_Soaking
2025-12-07 15:25:18,189,25.0,31.81,35.42,1,PID_Ramp_or_Soaking
2025-12-07 15:25:23,194,25.0,31.85,34.2,1,PID_Ramp_or_Soaking
2025-12-07 15:25:28,200,25.0,31.84,33.06,1,PID_Ramp_or_Soaking
2025-12-07 15:25:34,205,25.0,31.76,31.98,1,PID_Ramp_or_Soaking
2025-12-07 15:25:39,211,25.0,31.63,30.95,1,PID_Ramp_or_Soaking
2025-12-07 15:25:44,216,25.0,31.44,29.94,1,PID_Ramp_or_Soaking
2025-12-07 15:25:50,221,25.0,31.22,28.99,1,PID_Ramp_or_Soaking
2025-12-07 15:25:55,227,25.0,30.95,28.07,1,PID_Ramp_or_Soaking
2025-12-07 15:26:01,232,25.0,30.64,27.17,1,PID_Ramp_or_Soaking
