Timestamp,Elapsed_Time_s,Target_Temp_C,Sensor_Temp_1_C,Sensor_Temp_2_C,Current_Step
2025-11-17 19:23:04,1,12.69,13.69,14.97,1
2025-11-17 19:23:10,6,12.69,13.88,15.41,1
2025-11-17 19:23:15,11,12.69,14.17,16.05,1
2025-11-17 19:23:21,17,12.69,14.36,16.14,1
2025-11-17 19:23:26,22,12.69,14.43,15.95,1
2025-11-17 19:23:31,27,12.69,14.45,15.65,1
2025-11-17 19:23:37,33,11.69,14.45,15.34,1
2025-11-17 19:23:42,38,11.69,14.42,15.04,1
2025-11-17 19:23:48,44,11.69,14.36,14.67,1
2025-11-17 19:23:53,49,11.69,14.27,14.23,1
2025-11-17 19:23:59,55,11.69,14.15,13.81,1
2025-11-17 19:24:04,60,11.69,14.03,13.42,1
2025-11-17 19:24:10,66,10.69,13.9,13.05,1
2025-11-17 19:24:15,71,10.69,13.77,12.74,1
2025-11-17 19:24:20,76,10.69,13.67,12.37,1
2025-11-17 19:24:26,82,10.69,13.54,11.96,1
2025-11-17 19:24:31,87,10.69,13.42,11.57,1
2025-11-17 19:24:36,92,10.69,13.32,11.22,1
2025-11-17 19:24:42,98,9.69,13.2,10.9,1
2025-11-17 19:24:47,103,9.69,13.09,10.61,1
2025-11-17 19:24:53,109,9.69,12.95,10.26,1
2025-11-17 19:24:58,114,9.69,12.81,9.87,1
2025-11-17 19:25:04,120,9.69,12.68,9.5,1
2025-11-17 19:25:09,125,9.69,12.54,9.17,1
2025-11-17 19:25:15,131,8.69,12.39,8.86,1
2025-11-17 19:25:20,136,8.69,12.26,8.61,1
2025-11-17 19:25:26,142,8.69,12.1,8.28,1
2025-11-17 19:25:31,147,8.69,11.91,7.91,1
2025-11-17 19:25:36,152,8.69,11.76,7.59,1
2025-11-17 19:25:42,158,8.69,11.61,7.3,1
2025-11-17 19:25:47,163,7.6899999999999995,11.44,7.05,1
2025-11-17 19:25:53,169,7.6899999999999995,11.27,6.83,1
2025-11-17 19:25:58,174,7.6899999999999995,11.07,6.56,1
2025-11-17 19:26:03,179,7.6899999999999995,10.89,6.26,1
2025-11-17 19:26:09,185,7.6899999999999995,10.67,5.96,1
2025-11-17 19:26:14,190,7.6899999999999995,10.46,5.72,1
2025-11-17 19:26:20,196,6.6899999999999995,10.29,5.52,1
2025-11-17 19:26:25,201,6.6899999999999995,10.12,5.38,1
2025-11-17 19:26:31,207,6.6899999999999995,9.96,5.18,1
2025-11-17 19:26:36,212,6.6899999999999995,9.77,4.94,1
