Timestamp,Elapsed_Time_s,Target_Temp_C,Sensor_Temp_1_C,Sensor_Temp_2_C,Current_Step
2025-11-17 19:04:58,1,19.03,20.04,20.61,1
2025-11-17 19:05:04,6,19.03,20.06,20.62,1
2025-11-17 19:05:09,11,19.03,20.07,20.52,1
2025-11-17 19:05:15,17,19.03,20.04,20.33,1
2025-11-17 19:05:20,22,19.03,19.98,20.12,1
2025-11-17 19:05:25,27,19.03,19.91,19.92,1
2025-11-17 19:05:31,33,18.03,19.84,19.73,1
2025-11-17 19:05:36,38,18.03,19.77,19.57,1
2025-11-17 19:05:42,44,18.03,19.69,19.33,1
2025-11-17 19:05:47,49,18.03,19.6,19.02,1
2025-11-17 19:05:53,55,18.03,19.5,18.73,1
2025-11-17 19:05:58,60,18.03,19.4,18.45,1
2025-11-17 19:06:04,66,17.03,19.31,18.21,1
2025-11-17 19:06:09,71,17.03,19.25,18.0,1
2025-11-17 19:06:14,76,17.03,19.17,17.71,1
2025-11-17 19:06:20,82,17.03,19.06,17.36,1
2025-11-17 19:06:25,87,17.03,18.96,17.01,1
2025-11-17 19:06:31,93,17.03,18.84,16.71,1
2025-11-17 19:06:36,98,16.03,18.74,16.43,1
2025-11-17 19:06:42,104,16.03,18.66,16.19,1
2025-11-17 19:06:47,109,16.03,18.54,15.88,1
2025-11-17 19:06:52,114,16.03,18.4,15.51,1
2025-11-17 19:06:58,120,16.03,18.25,15.15,1
2025-11-17 19:07:03,125,16.03,18.1,14.84,1
2025-11-17 19:07:09,131,15.030000000000001,17.95,14.56,1
2025-11-17 19:07:14,136,15.030000000000001,17.81,14.32,1
2025-11-17 19:07:20,142,15.030000000000001,17.64,14.02,1
2025-11-17 19:07:25,147,15.030000000000001,17.48,13.69,1
2025-11-17 19:07:30,152,15.030000000000001,17.3,13.37,1
2025-11-17 19:07:36,158,15.030000000000001,17.12,13.1,1
2025-11-17 19:07:42,164,14.030000000000001,16.93,12.86,1
2025-11-17 19:07:47,169,14.030000000000001,16.75,12.67,1
2025-11-17 19:07:52,174,14.030000000000001,16.57,12.42,1
2025-11-17 19:07:58,180,14.030000000000001,16.38,12.13,1
2025-11-17 19:08:03,185,14.030000000000001,16.18,11.86,1
2025-11-17 19:08:09,191,14.030000000000001,15.98,11.65,1
2025-11-17 19:08:14,196,13.030000000000001,15.79,11.48,1
2025-11-17 19:08:20,202,13.030000000000001,15.61,11.34,1
2025-11-17 19:08:25,207,13.030000000000001,15.42,11.16,1
2025-11-17 19:08:31,213,13.030000000000001,15.23,10.94,1
2025-11-17 19:08:36,218,13.030000000000001,15.05,10.74,1
2025-11-17 19:08:41,223,13.030000000000001,14.88,10.57,1
2025-11-17 19:08:47,229,12.030000000000001,14.69,10.45,1
2025-11-17 19:08:52,235,12.030000000000001,14.53,10.36,1
2025-11-17 19:08:58,240,12.030000000000001,14.37,10.21,1
2025-11-17 19:09:03,245,12.030000000000001,14.19,10.02,1
2025-11-17 19:09:09,251,12.030000000000001,14.01,9.84,1
2025-11-17 19:09:14,256,12.030000000000001,13.85,9.71,1
2025-11-17 19:09:20,262,11.030000000000001,13.68,9.61,1
2025-11-17 19:09:25,267,11.030000000000001,13.52,9.55,1
2025-11-17 19:09:30,272,11.030000000000001,13.35,9.43,1
2025-11-17 19:09:36,278,11.030000000000001,13.2,9.24,1
2025-11-17 19:09:41,283,11.030000000000001,13.01,9.07,1
2025-11-17 19:09:46,289,11.030000000000001,12.87,8.95,1
2025-11-17 19:09:52,294,10.030000000000001,12.73,8.87,1
2025-11-17 19:09:58,300,10.030000000000001,12.6,8.8,1
2025-11-17 19:10:03,305,10.030000000000001,12.45,8.67,1
2025-11-17 19:10:08,310,10.030000000000001,12.3,8.49,1
2025-11-17 19:10:14,316,10.030000000000001,12.17,8.32,1
2025-11-17 19:10:19,321,10.030000000000001,12.04,8.19,1
2025-11-17 19:10:25,327,9.030000000000001,11.9,8.09,1
2025-11-17 19:10:30,332,9.030000000000001,11.77,8.01,1
2025-11-17 19:10:36,338,9.030000000000001,11.64,7.88,1
2025-11-17 19:10:41,343,9.030000000000001,11.5,7.71,1
2025-11-17 19:10:46,348,9.030000000000001,11.36,7.51,1
2025-11-17 19:10:52,354,9.030000000000001,11.22,7.38,1
2025-11-17 19:10:58,360,8.030000000000001,11.08,7.25,1
2025-11-17 19:11:03,365,8.030000000000001,10.96,7.14,1
2025-11-17 19:11:08,370,8.030000000000001,10.82,6.96,1
2025-11-17 19:11:14,376,8.030000000000001,10.68,6.79,1
2025-11-17 19:11:19,381,8.030000000000001,10.53,6.66,1
2025-11-17 19:11:24,386,8.030000000000001,10.39,6.53,1
2025-11-17 19:11:30,392,7.030000000000001,10.24,6.37,1
2025-11-17 19:11:35,397,7.030000000000001,10.12,6.21,1
2025-11-17 19:11:41,403,7.030000000000001,9.99,6.03,1
2025-11-17 19:11:46,408,7.030000000000001,9.85,5.79,1
2025-11-17 19:11:52,414,7.030000000000001,9.7,5.58,1
2025-11-17 19:11:57,419,7.030000000000001,9.57,5.43,1
2025-11-17 19:12:03,425,6.030000000000001,9.4,5.26,1
2025-11-17 19:12:08,430,6.030000000000001,9.27,5.14,1
2025-11-17 19:12:14,436,6.030000000000001,9.1,4.98,1
2025-11-17 19:12:19,441,6.030000000000001,8.94,4.75,1
2025-11-17 19:12:24,446,6.030000000000001,8.8,4.55,1
2025-11-17 19:12:30,452,6.030000000000001,8.64,4.38,1
2025-11-17 19:12:36,458,5.030000000000001,8.49,4.24,1
2025-11-17 19:12:41,463,5.030000000000001,8.36,4.13,1
2025-11-17 19:12:46,468,5.030000000000001,8.23,3.98,1
2025-11-17 19:12:52,474,5.030000000000001,8.09,3.77,1
2025-11-17 19:12:57,479,5.030000000000001,7.95,3.57,1
2025-11-17 19:13:03,485,5.030000000000001,7.8,3.38,1
2025-11-17 19:13:08,490,4.030000000000001,7.61,3.25,1
2025-11-17 19:13:14,496,4.030000000000001,7.49,3.15,1
2025-11-17 19:13:19,501,4.030000000000001,7.34,2.98,1
2025-11-17 19:13:24,506,4.030000000000001,7.16,2.76,1
2025-11-17 19:13:30,512,4.030000000000001,6.99,2.55,1
2025-11-17 19:13:35,517,4.030000000000001,6.84,2.4,1
2025-11-17 19:13:41,523,3.030000000000001,6.68,2.26,1
2025-11-17 19:13:46,529,3.030000000000001,6.57,2.18,1
2025-11-17 19:13:52,534,3.030000000000001,6.44,2.02,1
2025-11-17 19:13:57,539,3.030000000000001,6.28,1.8,1
2025-11-17 19:14:03,545,3.030000000000001,6.13,1.62,1
2025-11-17 19:14:08,550,3.030000000000001,6.0,1.47,1
2025-11-17 19:14:14,556,2.030000000000001,5.84,1.35,1
2025-11-17 19:14:19,561,2.030000000000001,5.7,1.23,1
2025-11-17 19:14:25,567,2.030000000000001,5.57,1.09,1
2025-11-17 19:14:30,572,2.030000000000001,5.39,0.87,1
2025-11-17 19:14:35,578,2.030000000000001,5.23,0.68,1
2025-11-17 19:14:41,583,2.030000000000001,5.08,0.52,1
2025-11-17 19:14:47,589,1.0300000000000011,4.93,0.4,1
2025-11-17 19:14:52,594,1.0300000000000011,4.78,0.3,1
2025-11-17 19:14:57,600,1.0300000000000011,4.59,0.14,1
2025-11-17 19:15:03,605,1.0300000000000011,4.4,-0.04,1
2025-11-17 19:15:08,610,1.0300000000000011,4.21,-0.2,1
2025-11-17 19:15:14,616,1.0300000000000011,3.99,-0.34,1
2025-11-17 19:15:19,621,0.030000000000001137,3.76,-0.44,1
2025-11-17 19:15:25,627,0.030000000000001137,3.53,-0.51,1
2025-11-17 19:15:30,632,0.030000000000001137,3.32,-0.62,1
2025-11-17 19:15:36,638,0.030000000000001137,3.11,-0.74,1
2025-11-17 19:15:41,643,0.030000000000001137,2.88,-0.84,1
2025-11-17 19:15:46,648,0.030000000000001137,2.61,-0.89,1
2025-11-17 19:15:52,654,-10.0,2.34,-0.9,1
2025-11-17 19:15:54,656,-10.0,2.27,-0.9,1
2025-11-17 19:15:57,659,-10.0,2.19,-0.91,1
2025-11-17 19:15:59,661,-10.0,2.11,-0.95,1
2025-11-17 19:16:01,663,-10.0,2.03,-1.07,1
2025-11-17 19:16:03,665,-10.0,1.9,-1.24,1
2025-11-17 19:16:07,669,0.0,1.71,-1.6,1
2025-11-17 19:16:09,671,0.0,1.59,-1.81,1
2025-11-17 19:16:11,673,0.0,1.46,-1.95,1
2025-11-17 19:16:14,676,0.0,1.36,-2.01,1
2025-11-17 19:16:16,678,0.0,1.24,-1.98,1
2025-11-17 19:16:18,680,0.0,1.13,-1.89,1
2025-11-17 19:16:20,682,0.0,1.04,-1.77,1
2025-11-17 19:16:23,685,0.0,0.98,-1.63,1
2025-11-17 19:16:25,687,0.0,0.93,-1.49,1
2025-11-17 19:16:27,689,0.0,0.92,-1.34,1
2025-11-17 19:16:29,691,0.0,0.92,-1.18,1
2025-11-17 19:16:31,694,0.0,0.92,-1.04,1
2025-11-17 19:16:34,696,0.0,0.95,-0.9,1
2025-11-17 19:16:36,698,0.0,0.99,-0.75,1
2025-11-17 19:16:38,700,0.0,1.03,-0.59,1
2025-11-17 19:16:41,703,0.0,1.09,-0.44,1
2025-11-17 19:16:43,705,0.0,1.13,-0.31,1
2025-11-17 19:16:45,707,0.0,1.16,-0.18,1
2025-11-17 19:16:47,709,0.0,1.24,-0.06,1
2025-11-17 19:16:50,712,0.0,1.31,0.06,1
