Timestamp,Elapsed_Time_s,Target_Temp_C,Sensor_Temp_1_C,Sensor_Temp_2_C,Current_Step
2025-11-19 23:27:57,1,2.15,1.15,14.84,1
2025-11-19 23:28:02,6,2.15,1.2,17.95,1
2025-11-19 23:28:08,12,2.15,1.23,19.98,1
2025-11-19 23:28:13,17,3.15,1.3,20.89,1
2025-11-19 23:28:19,23,3.15,1.28,21.34,1
2025-11-19 23:28:24,29,3.15,1.3,21.96,1
2025-11-19 23:28:30,34,4.15,1.33,22.84,1
2025-11-19 23:28:36,40,4.15,1.4,23.73,1
2025-11-19 23:28:41,45,4.15,1.37,24.84,1
2025-11-19 23:28:47,51,5.15,1.41,26.19,1
2025-11-19 23:28:53,57,5.15,1.43,27.49,1
2025-11-19 23:28:58,62,5.15,1.46,28.97,1
2025-11-19 23:29:04,68,6.15,1.51,30.67,1
2025-11-19 23:29:09,73,6.15,1.52,32.27,1
2025-11-19 23:29:15,79,6.15,1.56,34.02,1
2025-11-19 23:29:21,85,7.15,1.56,35.97,1
2025-11-19 23:29:26,90,7.15,1.65,37.81,1
2025-11-19 23:29:32,96,7.15,1.67,39.76,1
2025-11-19 23:29:38,102,8.15,1.68,41.98,1
2025-11-19 23:29:43,107,8.15,1.69,43.96,1
2025-11-19 23:29:49,113,8.15,1.71,45.96,1
2025-11-19 23:29:54,119,9.15,1.74,48.05,1
2025-11-19 23:30:00,124,9.15,1.76,49.97,1
2025-11-19 23:30:05,129,9.15,1.81,51.88,1
2025-11-19 23:30:11,135,10.15,1.86,53.9,1
2025-11-19 23:30:17,141,10.15,1.88,55.66,1
2025-11-19 23:30:22,146,10.15,1.91,57.35,1
2025-11-19 23:30:28,152,11.15,1.97,59.04,1
2025-11-19 23:30:34,158,11.15,1.97,60.58,1
2025-11-19 23:30:39,163,11.15,1.98,62.07,1
2025-11-19 23:30:45,169,12.15,2.02,63.61,1
2025-11-19 23:30:50,174,12.15,2.04,65.0,1
2025-11-19 23:30:56,180,12.15,2.14,66.35,1
2025-11-19 23:31:02,186,13.15,2.16,67.73,1
2025-11-19 23:31:07,191,13.15,2.14,68.99,1
2025-11-19 23:31:13,197,13.15,2.17,70.21,1
2025-11-19 23:31:19,203,14.15,2.2,71.47,1
2025-11-19 23:31:24,208,14.15,2.34,72.61,1
2025-11-19 23:31:29,214,14.15,2.29,73.72,1
2025-11-19 23:31:35,219,15.15,2.29,74.87,1
2025-11-19 23:31:41,225,15.15,2.31,75.93,1
2025-11-19 23:31:46,230,15.15,2.33,76.95,1
2025-11-19 23:31:52,236,16.15,2.4,77.99,1
2025-11-19 23:31:58,242,16.15,2.42,78.96,1
2025-11-19 23:32:03,247,16.15,2.45,79.91,1
2025-11-19 23:32:09,253,17.15,2.48,80.89,1
2025-11-19 23:32:14,258,17.15,2.58,81.77,1
2025-11-19 23:32:20,264,17.15,2.63,82.66,1
2025-11-19 23:32:26,270,18.15,2.81,83.56,1
2025-11-19 23:32:31,275,18.15,3.28,84.39,1
2025-11-19 23:32:37,281,18.15,4.16,85.22,1
2025-11-19 23:32:43,287,19.15,4.95,86.06,1
2025-11-19 23:32:48,292,19.15,5.77,86.83,1
2025-11-19 23:32:54,298,19.15,6.58,87.6,1
2025-11-19 23:32:59,303,20.0,7.5,88.39,1
2025-11-19 23:33:05,309,20.0,8.3,89.13,1
2025-11-19 23:33:10,314,20.0,9.26,89.85,1
2025-11-19 23:33:16,320,30.0,10.22,90.59,1
2025-11-19 23:33:19,323,30.0,10.57,90.88,1
2025-11-19 23:33:21,325,30.0,10.98,91.18,1
2025-11-19 23:33:23,327,30.0,11.45,91.46,1
2025-11-19 23:33:26,330,30.0,11.87,91.74,1
2025-11-19 23:33:28,332,30.0,12.26,92.03,1
2025-11-19 23:33:30,334,30.0,12.69,92.31,1
2025-11-19 23:33:33,337,30.0,13.12,92.59,1
2025-11-19 23:33:35,339,30.0,13.58,92.86,1
2025-11-19 23:33:38,342,30.0,14.09,93.14,1
2025-11-19 23:33:40,344,30.0,14.53,93.41,1
2025-11-19 23:33:42,346,30.0,14.99,93.67,1
2025-11-19 23:33:45,349,30.0,15.38,93.94,1
2025-11-19 23:33:47,351,30.0,15.9,94.22,1
2025-11-19 23:33:49,353,30.0,16.3,94.47,1
2025-11-19 23:33:51,356,30.0,16.76,94.73,1
2025-11-19 23:33:54,358,30.0,17.23,94.98,1
2025-11-19 23:33:56,360,30.0,17.77,95.24,1
2025-11-19 23:33:58,362,30.0,18.27,95.48,1
2025-11-19 23:34:01,365,30.0,18.81,95.74,1
2025-11-19 23:34:03,367,30.0,19.29,96.0,1
2025-11-19 23:34:06,370,30.0,19.81,96.26,1
2025-11-19 23:34:08,372,30.0,20.26,96.5,1
2025-11-19 23:34:12,376,20.0,21.06,96.89,1
2025-11-19 23:34:14,378,20.0,21.5,97.06,1
2025-11-19 23:34:16,380,20.0,21.79,97.04,1
2025-11-19 23:34:19,383,20.0,22.26,96.73,1
2025-11-19 23:34:21,385,20.0,22.72,96.17,1
2025-11-19 23:34:23,387,20.0,23.24,95.42,1
2025-11-19 23:34:26,390,20.0,23.81,94.53,1
2025-11-19 23:34:28,392,20.0,24.25,93.57,1
2025-11-19 23:34:30,394,20.0,24.73,92.56,1
2025-11-19 23:34:33,397,20.0,25.17,91.51,1
2025-11-19 23:34:35,399,20.0,25.63,90.43,1
2025-11-19 23:34:37,401,20.0,26.11,89.34,1
2025-11-19 23:34:40,404,20.0,26.48,88.23,1
2025-11-19 23:34:42,406,20.0,26.9,87.13,1
2025-11-19 23:34:44,408,20.0,27.34,86.0,1
2025-11-19 23:34:47,411,20.0,27.76,84.85,1
2025-11-19 23:34:49,413,20.0,28.14,83.73,1
2025-11-19 23:34:51,415,20.0,28.52,82.61,1
2025-11-19 23:34:54,418,20.0,28.88,81.51,1
2025-11-19 23:34:56,420,20.0,29.17,80.44,1
2025-11-19 23:34:58,422,20.0,29.49,79.41,1
2025-11-19 23:35:01,425,20.0,29.83,78.35,1
2025-11-19 23:35:03,427,20.0,30.03,77.36,1
2025-11-19 23:35:05,429,20.0,30.26,76.39,1
2025-11-19 23:35:08,432,20.0,30.54,75.45,1
2025-11-19 23:35:10,434,20.0,30.8,74.5,1
2025-11-19 23:35:12,436,20.0,31.09,73.59,1
2025-11-19 23:35:15,439,20.0,31.36,72.7,1
2025-11-19 23:35:17,441,20.0,31.61,71.83,1
2025-11-19 23:35:19,443,20.0,31.91,70.96,1
2025-11-19 23:35:22,446,20.0,32.14,70.09,1
2025-11-19 23:35:24,448,20.0,32.3,69.27,1
2025-11-19 23:35:26,450,20.0,32.54,68.46,1
2025-11-19 23:35:28,453,20.0,32.77,67.67,1
2025-11-19 23:35:31,455,20.0,32.98,66.89,1
2025-11-19 23:35:33,457,20.0,33.13,66.11,1
2025-11-19 23:35:35,460,20.0,33.35,65.36,1
2025-11-19 23:35:38,462,20.0,33.55,64.62,1
2025-11-19 23:35:40,464,20.0,33.68,63.88,1
2025-11-19 23:35:42,466,20.0,33.74,63.16,1
2025-11-19 23:35:45,469,20.0,33.87,62.45,1
2025-11-19 23:35:47,471,20.0,33.97,61.75,1
2025-11-19 23:35:49,473,20.0,34.14,61.06,1
2025-11-19 23:35:52,476,20.0,34.32,60.38,1
2025-11-19 23:35:54,478,20.0,34.41,59.72,1
2025-11-19 23:35:56,480,20.0,34.5,59.07,1
2025-11-19 23:35:59,483,20.0,34.63,58.42,1
2025-11-19 23:36:01,485,20.0,34.76,57.77,1
2025-11-19 23:36:03,487,20.0,34.88,57.12,1
2025-11-19 23:36:06,490,20.0,34.93,56.48,1
2025-11-19 23:36:08,492,20.0,35.06,55.85,1
2025-11-19 23:36:10,495,20.0,35.18,55.25,1
2025-11-19 23:36:13,497,20.0,35.24,54.65,1
2025-11-19 23:36:15,499,20.0,35.29,54.05,1
2025-11-19 23:36:18,502,20.0,35.42,53.47,1
2025-11-19 23:36:20,504,20.0,35.48,52.89,1
2025-11-19 23:36:22,506,20.0,35.4,52.32,1
2025-11-19 23:36:24,509,20.0,35.51,51.77,1
2025-11-19 23:36:27,511,20.0,35.58,51.22,1
2025-11-19 23:36:29,513,20.0,35.64,50.67,1
2025-11-19 23:36:31,515,20.0,35.67,50.13,1
2025-11-19 23:36:34,518,20.0,35.75,49.6,1
2025-11-19 23:36:36,520,20.0,35.82,49.07,1
2025-11-19 23:36:38,522,20.0,35.91,48.55,1
2025-11-19 23:36:41,525,20.0,35.9,48.03,1
2025-11-19 23:36:43,527,20.0,36.0,47.5,1
2025-11-19 23:36:46,530,20.0,36.05,46.98,1
2025-11-19 23:36:48,532,20.0,36.03,46.49,1
2025-11-19 23:36:50,534,20.0,36.08,46.0,1
2025-11-19 23:36:52,537,20.0,36.13,45.51,1
2025-11-19 23:36:55,539,20.0,36.14,45.02,1
2025-11-19 23:36:57,541,20.0,36.16,44.54,1
2025-11-19 23:36:59,544,20.0,36.21,44.07,1
2025-11-19 23:37:02,546,20.0,36.27,43.59,1
2025-11-19 23:37:04,548,20.0,36.31,43.13,1
2025-11-19 23:37:06,551,20.0,36.31,42.68,1
2025-11-19 23:37:09,553,20.0,36.33,42.22,1
2025-11-19 23:37:11,555,20.0,36.36,41.77,1
2025-11-19 23:37:13,557,20.0,36.34,41.32,1
