Point_Index,Sweep_Timestamp,Temperature_C,Frequency_Hz,Real_S11,Imag_S11,Current_Step
131,2025-12-08 13:31:00,11.31,13000350000.0,7.07106803666e-11,7.07106803666e-11,5
132,2025-12-08 13:31:00,11.31,13100345000.0,7.07106803666e-11,7.07106803666e-11,5
133,2025-12-08 13:31:00,11.31,13200340000.0,7.07106803666e-11,7.07106803666e-11,5
134,2025-12-08 13:31:00,11.31,13300335000.0,7.07106803666e-11,7.07106803666e-11,5
135,2025-12-08 13:31:00,11.31,13400330000.0,7.07106803666e-11,7.07106803666e-11,5
136,2025-12-08 13:31:00,11.31,13500325000.0,7.07106803666e-11,7.07106803666e-11,5
137,2025-12-08 13:31:00,11.31,13600320000.0,7.07106803666e-11,7.07106803666e-11,5
138,2025-12-08 13:31:00,11.31,13700315000.0,7.07106803666e-11,7.07106803666e-11,5
139,2025-12-08 13:31:00,11.31,13800310000.0,7.07106803666e-11,7.07106803666e-11,5
140,2025-12-08 13:31:00,11.31,13900305000.0,7.07106803666e-11,7.07106803666e-11,5
141,2025-12-08 13:31:00,11.31,14000300000.0,7.07106803666e-11,7.07106803666e-11,5
142,2025-12-08 13:31:00,11.31,14100295000.0,7.07106803666e-11,7.07106803666e-11,5
143,2025-12-08 13:31:00,11.31,14200290000.0,7.07106803666e-11,7.07106803666e-11,5
144,2025-12-08 13:31:00,11.31,14300285000.0,7.07106803666e-11,7.07106803666e-11,5
145,2025-12-08 13:31:00,11.31,14400280000.0,7.07106803666e-11,7.07106803666e-11,5
146,2025-12-08 13:31:00,11.31,14500275000.0,7.07106803666e-11,7.07106803666e-11,5
147,2025-12-08 13:31:00,11.31,14600270000.0,7.07106803666e-11,7.07106803666e-11,5
148,2025-12-08 13:31:00,11.31,14700265000.0,7.07106803666e-11,7.07106803666e-11,5
149,2025-12-08 13:31:00,11.31,14800260000.0,7.07106803666e-11,7.07106803666e-11,5
150,2025-12-08 13:31:00,11.31,14900255000.0,7.07106803666e-11,7.07106803666e-11,5
151,2025-12-08 13:31:00,11.31,15000250000.0,7.07106803666e-11,7.07106803666e-11,5
152,2025-12-08 13:31:00,11.31,15100245000.0,7.07106803666e-11,7.07106803666e-11,5
153,2025-12-08 13:31:00,11.31,15200240000.0,7.07106803666e-11,7.07106803666e-11,5
154,2025-12-08 13:31:00,11.31,15300235000.0,7.07106803666e-11,7.07106803666e-11,5
155,2025-12-08 13:31:00,11.31,15400230000.0,7.07106803666e-11,7.07106803666e-11,5
156,2025-12-08 13:31:00,11.31,15500225000.0,7.07106803666e-11,7.07106803666e-11,5
157,2025-12-08 13:31:00,11.31,15600220000.0,7.07106803666e-11,7.07106803666e-11,5
158,2025-12-08 13:31:00,11.31,15700215000.0,7.07106803666e-11,7.07106803666e-11,5
159,2025-12-08 13:31:00,11.31,15800210000.0,7.07106803666e-11,7.07106803666e-11,5
160,2025-12-08 13:31:00,11.31,15900205000.0,7.07106803666e-11,7.07106803666e-11,5
161,2025-12-08 13:31:00,11.31,16000200000.0,7.07106803666e-11,7.07106803666e-11,5
162,2025-12-08 13:31:00,11.31,16100195000.0,7.07106803666e-11,7.07106803666e-11,5
163,2025-12-08 13:31:00,11.31,16200190000.0,7.07106803666e-11,7.07106803666e-11,5
164,2025-12-08 13:31:00,11.31,16300185000.0,7.07106803666e-11,7.07106803666e-11,5
165,2025-12-08 13:31:00,11.31,16400180000.0,7.07106803666e-11,7.07106803666e-11,5
166,2025-12-08 13:31:00,11.31,16500175000.0,7.07106803666e-11,7.07106803666e-11,5
167,2025-12-08 13:31:00,11.31,16600170000.0,7.07106803666e-11,7.07106803666e-11,5
168,2025-12-08 13:31:00,11.31,16700165000.0,7.07106803666e-11,7.07106803666e-11,5
169,2025-12-08 13:31:00,11.31,16800160000.0,7.07106803666e-11,7.07106803666e-11,5
170,2025-12-08 13:31:00,11.31,16900155000.0,7.07106803666e-11,7.07106803666e-11,5
171,2025-12-08 13:31:00,11.31,17000150000.0,7.07106803666e-11,7.07106803666e-11,5
172,2025-12-08 13:31:00,11.31,17100145000.0,7.07106803666e-11,7.07106803666e-11,5
173,2025-12-08 13:31:00,11.31,17200140000.0,7.07106803666e-11,7.07106803666e-11,5
174,2025-12-08 13:31:00,11.31,17300135000.0,7.07106803666e-11,7.07106803666e-11,5
175,2025-12-08 13:31:00,11.31,17400130000.0,7.07106803666e-11,7.07106803666e-11,5
176,2025-12-08 13:31:00,11.31,17500125000.0,7.07106803666e-11,7.07106803666e-11,5
177,2025-12-08 13:31:00,11.31,17600120000.0,7.07106803666e-11,7.07106803666e-11,5
178,2025-12-08 13:31:00,11.31,17700115000.0,7.07106803666e-11,7.07106803666e-11,5
179,2025-12-08 13:31:00,11.31,17800110000.0,7.07106803666e-11,7.07106803666e-11,5
180,2025-12-08 13:31:00,11.31,17900105000.0,7.07106803666e-11,7.07106803666e-11,5
181,2025-12-08 13:31:00,11.31,18000100000.0,7.07106803666e-11,7.07106803666e-11,5
182,2025-12-08 13:31:00,11.31,18100095000.0,7.07106803666e-11,7.07106803666e-11,5
183,2025-12-08 13:31:00,11.31,18200090000.0,7.07106803666e-11,7.07106803666e-11,5
184,2025-12-08 13:31:00,11.31,18300085000.0,7.07106803666e-11,7.07106803666e-11,5
185,2025-12-08 13:31:00,11.31,18400080000.0,7.07106803666e-11,7.07106803666e-11,5
186,2025-12-08 13:31:00,11.31,18500075000.0,7.07106803666e-11,7.07106803666e-11,5
187,2025-12-08 13:31:00,11.31,18600070000.0,7.07106803666e-11,7.07106803666e-11,5
188,2025-12-08 13:31:00,11.31,18700065000.0,7.07106803666e-11,7.07106803666e-11,5
189,2025-12-08 13:31:00,11.31,18800060000.0,7.07106803666e-11,7.07106803666e-11,5
190,2025-12-08 13:31:00,11.31,18900055000.0,7.07106803666e-11,7.07106803666e-11,5
191,2025-12-08 13:31:00,11.31,19000050000.0,7.07106803666e-11,7.07106803666e-11,5
192,2025-12-08 13:31:00,11.31,19100045000.0,7.07106803666e-11,7.07106803666e-11,5
193,2025-12-08 13:31:00,11.31,19200040000.0,7.07106803666e-11,7.07106803666e-11,5
194,2025-12-08 13:31:00,11.31,19300035000.0,7.07106803666e-11,7.07106803666e-11,5
195,2025-12-08 13:31:00,11.31,19400030000.0,7.07106803666e-11,7.07106803666e-11,5
196,2025-12-08 13:31:00,11.31,19500025000.0,7.07106803666e-11,7.07106803666e-11,5
197,2025-12-08 13:31:00,11.31,19600020000.0,7.07106803666e-11,7.07106803666e-11,5
198,2025-12-08 13:31:00,11.31,19700015000.0,7.07106803666e-11,7.07106803666e-11,5
199,2025-12-08 13:31:00,11.31,19800010000.0,7.07106803666e-11,7.07106803666e-11,5
200,2025-12-08 13:31:00,11.31,19900005000.0,7.07106803666e-11,7.07106803666e-11,5
201,2025-12-08 13:31:00,11.31,20000000000.0,7.07106803666e-11,7.07106803666e-11,5
