Point_Index,Sweep_Timestamp,Temperature_C,Frequency_Hz,Real_S11,Imag_S11,Current_Step
39,2025-12-08 13:22:27,-1.8,3800810000.0,7.07106803666e-11,7.07106803666e-11,4
40,2025-12-08 13:22:27,-1.8,3900805000.0,7.07106803666e-11,7.07106803666e-11,4
41,2025-12-08 13:22:27,-1.8,4000800000.0,7.07106803666e-11,7.07106803666e-11,4
42,2025-12-08 13:22:27,-1.8,4100795000.0,7.07106803666e-11,7.07106803666e-11,4
43,2025-12-08 13:22:27,-1.8,4200790000.0,7.07106803666e-11,7.07106803666e-11,4
44,2025-12-08 13:22:27,-1.8,4300785000.0,7.07106803666e-11,7.07106803666e-11,4
45,2025-12-08 13:22:27,-1.8,4400780000.0,7.07106803666e-11,7.07106803666e-11,4
46,2025-12-08 13:22:27,-1.8,4500775000.0,7.07106803666e-11,7.07106803666e-11,4
47,2025-12-08 13:22:27,-1.8,4600770000.0,7.07106803666e-11,7.07106803666e-11,4
48,2025-12-08 13:22:27,-1.8,4700765000.0,7.07106803666e-11,7.07106803666e-11,4
49,2025-12-08 13:22:27,-1.8,4800760000.0,7.07106803666e-11,7.07106803666e-11,4
50,2025-12-08 13:22:27,-1.8,4900755000.0,7.07106803666e-11,7.07106803666e-11,4
51,2025-12-08 13:22:27,-1.8,5000750000.0,7.07106803666e-11,7.07106803666e-11,4
52,2025-12-08 13:22:27,-1.8,5100745000.0,7.07106803666e-11,7.07106803666e-11,4
53,2025-12-08 13:22:27,-1.8,5200740000.0,7.07106803666e-11,7.07106803666e-11,4
54,2025-12-08 13:22:27,-1.8,5300735000.0,7.07106803666e-11,7.07106803666e-11,4
55,2025-12-08 13:22:27,-1.8,5400730000.0,7.07106803666e-11,7.07106803666e-11,4
56,2025-12-08 13:22:27,-1.8,5500725000.0,7.07106803666e-11,7.07106803666e-11,4
57,2025-12-08 13:22:27,-1.8,5600720000.0,7.07106803666e-11,7.07106803666e-11,4
58,2025-12-08 13:22:27,-1.8,5700715000.0,7.07106803666e-11,7.07106803666e-11,4
59,2025-12-08 13:22:27,-1.8,5800710000.0,7.07106803666e-11,7.07106803666e-11,4
60,2025-12-08 13:22:27,-1.8,5900705000.0,7.07106803666e-11,7.07106803666e-11,4
61,2025-12-08 13:22:27,-1.8,6000700000.0,7.07106803666e-11,7.07106803666e-11,4
62,2025-12-08 13:22:27,-1.8,6100695000.0,7.07106803666e-11,7.07106803666e-11,4
63,2025-12-08 13:22:27,-1.8,6200690000.0,7.07106803666e-11,7.07106803666e-11,4
64,2025-12-08 13:22:27,-1.8,6300685000.0,7.07106803666e-11,7.07106803666e-11,4
65,2025-12-08 13:22:27,-1.8,6400680000.0,7.07106803666e-11,7.07106803666e-11,4
66,2025-12-08 13:22:27,-1.8,6500675000.0,7.07106803666e-11,7.07106803666e-11,4
67,2025-12-08 13:22:27,-1.8,6600670000.0,7.07106803666e-11,7.07106803666e-11,4
68,2025-12-08 13:22:27,-1.8,6700665000.0,7.07106803666e-11,7.07106803666e-11,4
69,2025-12-08 13:22:27,-1.8,6800660000.0,7.07106803666e-11,7.07106803666e-11,4
70,2025-12-08 13:22:27,-1.8,6900655000.0,7.07106803666e-11,7.07106803666e-11,4
71,2025-12-08 13:22:27,-1.8,7000650000.0,7.07106803666e-11,7.07106803666e-11,4
72,2025-12-08 13:22:27,-1.8,7100645000.0,7.07106803666e-11,7.07106803666e-11,4
73,2025-12-08 13:22:27,-1.8,7200640000.0,7.07106803666e-11,7.07106803666e-11,4
74,2025-12-08 13:22:27,-1.8,7300635000.0,7.07106803666e-11,7.07106803666e-11,4
75,2025-12-08 13:22:27,-1.8,7400630000.0,7.07106803666e-11,7.07106803666e-11,4
76,2025-12-08 13:22:27,-1.8,7500625000.0,7.07106803666e-11,7.07106803666e-11,4
77,2025-12-08 13:22:27,-1.8,7600620000.0,7.07106803666e-11,7.07106803666e-11,4
78,2025-12-08 13:22:27,-1.8,7700615000.0,7.07106803666e-11,7.07106803666e-11,4
79,2025-12-08 13:22:27,-1.8,7800610000.0,7.07106803666e-11,7.07106803666e-11,4
80,2025-12-08 13:22:27,-1.8,7900605000.0,7.07106803666e-11,7.07106803666e-11,4
81,2025-12-08 13:22:27,-1.8,8000600000.0,7.07106803666e-11,7.07106803666e-11,4
82,2025-12-08 13:22:27,-1.8,8100595000.0,7.07106803666e-11,7.07106803666e-11,4
83,2025-12-08 13:22:27,-1.8,8200590000.0,7.07106803666e-11,7.07106803666e-11,4
84,2025-12-08 13:22:27,-1.8,8300585000.0,7.07106803666e-11,7.07106803666e-11,4
85,2025-12-08 13:22:27,-1.8,8400580000.0,7.07106803666e-11,7.07106803666e-11,4
86,2025-12-08 13:22:27,-1.8,8500575000.0,7.07106803666e-11,7.07106803666e-11,4
87,2025-12-08 13:22:27,-1.8,8600570000.0,7.07106803666e-11,7.07106803666e-11,4
88,2025-12-08 13:22:27,-1.8,8700565000.0,7.07106803666e-11,7.07106803666e-11,4
89,2025-12-08 13:22:27,-1.8,8800560000.0,7.07106803666e-11,7.07106803666e-11,4
90,2025-12-08 13:22:27,-1.8,8900555000.0,7.07106803666e-11,7.07106803666e-11,4
91,2025-12-08 13:22:27,-1.8,9000550000.0,7.07106803666e-11,7.07106803666e-11,4
92,2025-12-08 13:22:27,-1.8,9100545000.0,7.07106803666e-11,7.07106803666e-11,4
93,2025-12-08 13:22:27,-1.8,9200540000.0,7.07106803666e-11,7.07106803666e-11,4
94,2025-12-08 13:22:27,-1.8,9300535000.0,7.07106803666e-11,7.07106803666e-11,4
95,2025-12-08 13:22:27,-1.8,9400530000.0,7.07106803666e-11,7.07106803666e-11,4
96,2025-12-08 13:22:27,-1.8,9500525000.0,7.07106803666e-11,7.07106803666e-11,4
97,2025-12-08 13:22:27,-1.8,9600520000.0,7.07106803666e-11,7.07106803666e-11,4
98,2025-12-08 13:22:27,-1.8,9700515000.0,7.07106803666e-11,7.07106803666e-11,4
99,2025-12-08 13:22:27,-1.8,9800510000.0,7.07106803666e-11,7.07106803666e-11,4
100,2025-12-08 13:22:27,-1.8,9900505000.0,7.07106803666e-11,7.07106803666e-11,4
101,2025-12-08 13:22:27,-1.8,10000500000.0,7.07106803666e-11,7.07106803666e-11,4
102,2025-12-08 13:22:27,-1.8,10100495000.0,7.07106803666e-11,7.07106803666e-11,4
103,2025-12-08 13:22:27,-1.8,10200490000.0,7.07106803666e-11,7.07106803666e-11,4
104,2025-12-08 13:22:27,-1.8,10300485000.0,7.07106803666e-11,7.07106803666e-11,4
105,2025-12-08 13:22:27,-1.8,10400480000.0,7.07106803666e-11,7.07106803666e-11,4
106,2025-12-08 13:22:27,-1.8,10500475000.0,7.07106803666e-11,7.07106803666e-11,4
107,2025-12-08 13:22:27,-1.8,10600470000.0,7.07106803666e-11,7.07106803666e-11,4
108,2025-12-08 13:22:27,-1.8,10700465000.0,7.07106803666e-11,7.07106803666e-11,4
109,2025-12-08 13:22:27,-1.8,10800460000.0,7.07106803666e-11,7.07106803666e-11,4
110,2025-12-08 13:22:27,-1.8,10900455000.0,7.07106803666e-11,7.07106803666e-11,4
111,2025-12-08 13:22:27,-1.8,11000450000.0,7.07106803666e-11,7.07106803666e-11,4
112,2025-12-08 13:22:27,-1.8,11100445000.0,7.07106803666e-11,7.07106803666e-11,4
113,2025-12-08 13:22:27,-1.8,11200440000.0,7.07106803666e-11,7.07106803666e-11,4
114,2025-12-08 13:22:27,-1.8,11300435000.0,7.07106803666e-11,7.07106803666e-11,4
115,2025-12-08 13:22:27,-1.8,11400430000.0,7.07106803666e-11,7.07106803666e-11,4
116,2025-12-08 13:22:27,-1.8,11500425000.0,7.07106803666e-11,7.07106803666e-11,4
117,2025-12-08 13:22:27,-1.8,11600420000.0,7.07106803666e-11,7.07106803666e-11,4
118,2025-12-08 13:22:27,-1.8,11700415000.0,7.07106803666e-11,7.07106803666e-11,4
119,2025-12-08 13:22:27,-1.8,11800410000.0,7.07106803666e-11,7.07106803666e-11,4
120,2025-12-08 13:22:27,-1.8,11900405000.0,7.07106803666e-11,7.07106803666e-11,4
121,2025-12-08 13:22:27,-1.8,12000400000.0,7.07106803666e-11,7.07106803666e-11,4
122,2025-12-08 13:22:27,-1.8,12100395000.0,7.07106803666e-11,7.07106803666e-11,4
123,2025-12-08 13:22:27,-1.8,12200390000.0,7.07106803666e-11,7.07106803666e-11,4
124,2025-12-08 13:22:27,-1.8,12300385000.0,7.07106803666e-11,7.07106803666e-11,4
125,2025-12-08 13:22:27,-1.8,12400380000.0,7.07106803666e-11,7.07106803666e-11,4
126,2025-12-08 13:22:27,-1.8,12500375000.0,7.07106803666e-11,7.07106803666e-11,4
127,2025-12-08 13:22:27,-1.8,12600370000.0,7.07106803666e-11,7.07106803666e-11,4
128,2025-12-08 13:22:27,-1.8,12700365000.0,7.07106803666e-11,7.07106803666e-11,4
129,2025-12-08 13:22:27,-1.8,12800360000.0,7.07106803666e-11,7.07106803666e-11,4
130,2025-12-08 13:22:27,-1.8,12900355000.0,7.07106803666e-11,7.07106803666e-11,4
131,2025-12-08 13:22:27,-1.8,13000350000.0,7.07106803666e-11,7.07106803666e-11,4
132,2025-12-08 13:22:27,-1.8,13100345000.0,7.07106803666e-11,7.07106803666e-11,4
133,2025-12-08 13:22:27,-1.8,13200340000.0,7.07106803666e-11,7.07106803666e-11,4
134,2025-12-08 13:22:27,-1.8,13300335000.0,7.07106803666e-11,7.07106803666e-11,4
135,2025-12-08 13:22:27,-1.8,13400330000.0,7.07106803666e-11,7.07106803666e-11,4
136,2025-12-08 13:22:27,-1.8,13500325000.0,7.07106803666e-11,7.07106803666e-11,4
137,2025-12-08 13:22:27,-1.8,13600320000.0,7.07106803666e-11,7.07106803666e-11,4
138,2025-12-08 13:22:27,-1.8,13700315000.0,7.07106803666e-11,7.07106803666e-11,4
139,2025-12-08 13:22:27,-1.8,13800310000.0,7.07106803666e-11,7.07106803666e-11,4
140,2025-12-08 13:22:27,-1.8,13900305000.0,7.07106803666e-11,7.07106803666e-11,4
141,2025-12-08 13:22:27,-1.8,14000300000.0,7.07106803666e-11,7.07106803666e-11,4
142,2025-12-08 13:22:27,-1.8,14100295000.0,7.07106803666e-11,7.07106803666e-11,4
143,2025-12-08 13:22:27,-1.8,14200290000.0,7.07106803666e-11,7.07106803666e-11,4
144,2025-12-08 13:22:27,-1.8,14300285000.0,7.07106803666e-11,7.07106803666e-11,4
145,2025-12-08 13:22:27,-1.8,14400280000.0,7.07106803666e-11,7.07106803666e-11,4
146,2025-12-08 13:22:27,-1.8,14500275000.0,7.07106803666e-11,7.07106803666e-11,4
147,2025-12-08 13:22:27,-1.8,14600270000.0,7.07106803666e-11,7.07106803666e-11,4
148,2025-12-08 13:22:27,-1.8,14700265000.0,7.07106803666e-11,7.07106803666e-11,4
149,2025-12-08 13:22:27,-1.8,14800260000.0,7.07106803666e-11,7.07106803666e-11,4
150,2025-12-08 13:22:27,-1.8,14900255000.0,7.07106803666e-11,7.07106803666e-11,4
151,2025-12-08 13:22:27,-1.8,15000250000.0,7.07106803666e-11,7.07106803666e-11,4
152,2025-12-08 13:22:27,-1.8,15100245000.0,7.07106803666e-11,7.07106803666e-11,4
153,2025-12-08 13:22:27,-1.8,15200240000.0,7.07106803666e-11,7.07106803666e-11,4
154,2025-12-08 13:22:27,-1.8,15300235000.0,7.07106803666e-11,7.07106803666e-11,4
155,2025-12-08 13:22:27,-1.8,15400230000.0,7.07106803666e-11,7.07106803666e-11,4
156,2025-12-08 13:22:27,-1.8,15500225000.0,7.07106803666e-11,7.07106803666e-11,4
157,2025-12-08 13:22:27,-1.8,15600220000.0,7.07106803666e-11,7.07106803666e-11,4
158,2025-12-08 13:22:27,-1.8,15700215000.0,7.07106803666e-11,7.07106803666e-11,4
159,2025-12-08 13:22:27,-1.8,15800210000.0,7.07106803666e-11,7.07106803666e-11,4
160,2025-12-08 13:22:27,-1.8,15900205000.0,7.07106803666e-11,7.07106803666e-11,4
161,2025-12-08 13:22:27,-1.8,16000200000.0,7.07106803666e-11,7.07106803666e-11,4
162,2025-12-08 13:22:27,-1.8,16100195000.0,7.07106803666e-11,7.07106803666e-11,4
163,2025-12-08 13:22:27,-1.8,16200190000.0,7.07106803666e-11,7.07106803666e-11,4
164,2025-12-08 13:22:27,-1.8,16300185000.0,7.07106803666e-11,7.07106803666e-11,4
165,2025-12-08 13:22:27,-1.8,16400180000.0,7.07106803666e-11,7.07106803666e-11,4
166,2025-12-08 13:22:27,-1.8,16500175000.0,7.07106803666e-11,7.07106803666e-11,4
167,2025-12-08 13:22:27,-1.8,16600170000.0,7.07106803666e-11,7.07106803666e-11,4
168,2025-12-08 13:22:27,-1.8,16700165000.0,7.07106803666e-11,7.07106803666e-11,4
169,2025-12-08 13:22:27,-1.8,16800160000.0,7.07106803666e-11,7.07106803666e-11,4
170,2025-12-08 13:22:27,-1.8,16900155000.0,7.07106803666e-11,7.07106803666e-11,4
171,2025-12-08 13:22:27,-1.8,17000150000.0,7.07106803666e-11,7.07106803666e-11,4
172,2025-12-08 13:22:27,-1.8,17100145000.0,7.07106803666e-11,7.07106803666e-11,4
173,2025-12-08 13:22:27,-1.8,17200140000.0,7.07106803666e-11,7.07106803666e-11,4
174,2025-12-08 13:22:27,-1.8,17300135000.0,7.07106803666e-11,7.07106803666e-11,4
175,2025-12-08 13:22:27,-1.8,17400130000.0,7.07106803666e-11,7.07106803666e-11,4
176,2025-12-08 13:22:27,-1.8,17500125000.0,7.07106803666e-11,7.07106803666e-11,4
177,2025-12-08 13:22:27,-1.8,17600120000.0,7.07106803666e-11,7.07106803666e-11,4
178,2025-12-08 13:22:27,-1.8,17700115000.0,7.07106803666e-11,7.07106803666e-11,4
179,2025-12-08 13:22:27,-1.8,17800110000.0,7.07106803666e-11,7.07106803666e-11,4
180,2025-12-08 13:22:27,-1.8,17900105000.0,7.07106803666e-11,7.07106803666e-11,4
181,2025-12-08 13:22:27,-1.8,18000100000.0,7.07106803666e-11,7.07106803666e-11,4
182,2025-12-08 13:22:27,-1.8,18100095000.0,7.07106803666e-11,7.07106803666e-11,4
183,2025-12-08 13:22:27,-1.8,18200090000.0,7.07106803666e-11,7.07106803666e-11,4
184,2025-12-08 13:22:27,-1.8,18300085000.0,7.07106803666e-11,7.07106803666e-11,4
185,2025-12-08 13:22:27,-1.8,18400080000.0,7.07106803666e-11,7.07106803666e-11,4
186,2025-12-08 13:22:27,-1.8,18500075000.0,7.07106803666e-11,7.07106803666e-11,4
187,2025-12-08 13:22:27,-1.8,18600070000.0,7.07106803666e-11,7.07106803666e-11,4
188,2025-12-08 13:22:27,-1.8,18700065000.0,7.07106803666e-11,7.07106803666e-11,4
189,2025-12-08 13:22:27,-1.8,18800060000.0,7.07106803666e-11,7.07106803666e-11,4
190,2025-12-08 13:22:27,-1.8,18900055000.0,7.07106803666e-11,7.07106803666e-11,4
191,2025-12-08 13:22:27,-1.8,19000050000.0,7.07106803666e-11,7.07106803666e-11,4
192,2025-12-08 13:22:27,-1.8,19100045000.0,7.07106803666e-11,7.07106803666e-11,4
193,2025-12-08 13:22:27,-1.8,19200040000.0,7.07106803666e-11,7.07106803666e-11,4
194,2025-12-08 13:22:27,-1.8,19300035000.0,7.07106803666e-11,7.07106803666e-11,4
195,2025-12-08 13:22:27,-1.8,19400030000.0,7.07106803666e-11,7.07106803666e-11,4
196,2025-12-08 13:22:27,-1.8,19500025000.0,7.07106803666e-11,7.07106803666e-11,4
197,2025-12-08 13:22:27,-1.8,19600020000.0,7.07106803666e-11,7.07106803666e-11,4
198,2025-12-08 13:22:27,-1.8,19700015000.0,7.07106803666e-11,7.07106803666e-11,4
199,2025-12-08 13:22:27,-1.8,19800010000.0,7.07106803666e-11,7.07106803666e-11,4
200,2025-12-08 13:22:27,-1.8,19900005000.0,7.07106803666e-11,7.07106803666e-11,4
201,2025-12-08 13:22:27,-1.8,20000000000.0,7.07106803666e-11,7.07106803666e-11,4
