Point_Index,Sweep_Timestamp,Temperature_C,Frequency_Hz,Real_S11,Imag_S11,Current_Step
1,2025-12-08 13:22:27,-1.8,1000000.0,7.07106803666e-11,7.07106803666e-11,4
2,2025-12-08 13:22:27,-1.8,100995000.0,7.07106803666e-11,7.07106803666e-11,4
3,2025-12-08 13:22:27,-1.8,200990000.0,7.07106803666e-11,7.07106803666e-11,4
4,2025-12-08 13:22:27,-1.8,300985000.0,7.07106803666e-11,7.07106803666e-11,4
5,2025-12-08 13:22:27,-1.8,400980000.0,7.07106803666e-11,7.07106803666e-11,4
6,2025-12-08 13:22:27,-1.8,500975000.0,7.07106803666e-11,7.07106803666e-11,4
7,2025-12-08 13:22:27,-1.8,600970000.0,7.07106803666e-11,7.07106803666e-11,4
8,2025-12-08 13:22:27,-1.8,700965000.0,7.07106803666e-11,7.07106803666e-11,4
9,2025-12-08 13:22:27,-1.8,800960000.0,7.07106803666e-11,7.07106803666e-11,4
10,2025-12-08 13:22:27,-1.8,900955000.0,7.07106803666e-11,7.07106803666e-11,4
11,2025-12-08 13:22:27,-1.8,1000950000.0,7.07106803666e-11,7.07106803666e-11,4
12,2025-12-08 13:22:27,-1.8,1100945000.0,7.07106803666e-11,7.07106803666e-11,4
13,2025-12-08 13:22:27,-1.8,1200940000.0,7.07106803666e-11,7.07106803666e-11,4
14,2025-12-08 13:22:27,-1.8,1300935000.0,7.07106803666e-11,7.07106803666e-11,4
15,2025-12-08 13:22:27,-1.8,1400930000.0,7.07106803666e-11,7.07106803666e-11,4
16,2025-12-08 13:22:27,-1.8,1500925000.0,7.07106803666e-11,7.07106803666e-11,4
17,2025-12-08 13:22:27,-1.8,1600920000.0,7.07106803666e-11,7.07106803666e-11,4
18,2025-12-08 13:22:27,-1.8,1700915000.0,7.07106803666e-11,7.07106803666e-11,4
19,2025-12-08 13:22:27,-1.8,1800910000.0,7.07106803666e-11,7.07106803666e-11,4
20,2025-12-08 13:22:27,-1.8,1900905000.0,7.07106803666e-11,7.07106803666e-11,4
21,2025-12-08 13:22:27,-1.8,2000900000.0,7.07106803666e-11,7.07106803666e-11,4
22,2025-12-08 13:22:27,-1.8,2100895000.0,7.07106803666e-11,7.07106803666e-11,4
23,2025-12-08 13:22:27,-1.8,2200890000.0,7.07106803666e-11,7.07106803666e-11,4
24,2025-12-08 13:22:27,-1.8,2300885000.0,7.07106803666e-11,7.07106803666e-11,4
25,2025-12-08 13:22:27,-1.8,2400880000.0,7.07106803666e-11,7.07106803666e-11,4
26,2025-12-08 13:22:27,-1.8,2500875000.0,7.07106803666e-11,7.07106803666e-11,4
27,2025-12-08 13:22:27,-1.8,2600870000.0,7.07106803666e-11,7.07106803666e-11,4
28,2025-12-08 13:22:27,-1.8,2700865000.0,7.07106803666e-11,7.07106803666e-11,4
29,2025-12-08 13:22:27,-1.8,2800860000.0,7.07106803666e-11,7.07106803666e-11,4
30,2025-12-08 13:22:27,-1.8,2900855000.0,7.07106803666e-11,7.07106803666e-11,4
31,2025-12-08 13:22:27,-1.8,3000850000.0,7.07106803666e-11,7.07106803666e-11,4
32,2025-12-08 13:22:27,-1.8,3100845000.0,7.07106803666e-11,7.07106803666e-11,4
33,2025-12-08 13:22:27,-1.8,3200840000.0,7.07106803666e-11,7.07106803666e-11,4
34,2025-12-08 13:22:27,-1.8,3300835000.0,7.07106803666e-11,7.07106803666e-11,4
35,2025-12-08 13:22:27,-1.8,3400830000.0,7.07106803666e-11,7.07106803666e-11,4
36,2025-12-08 13:22:27,-1.8,3500825000.0,7.07106803666e-11,7.07106803666e-11,4
37,2025-12-08 13:22:27,-1.8,3600820000.0,7.07106803666e-11,7.07106803666e-11,4
38,2025-12-08 13:22:27,-1.8,3700815000.0,7.07106803666e-11,7.07106803666e-11,4
