Timestamp,Elapsed_Time_s,Target_Temp_C,Sensor_Temp_1_C,Sensor_Temp_2_C,Current_Step
2025-11-19 22:40:02,1,21.26,22.26,20.92,1
2025-11-19 22:40:08,6,21.26,22.25,20.46,1
2025-11-19 22:40:13,12,21.26,22.24,20.17,1
2025-11-19 22:40:19,17,21.26,22.25,20.01,1
2025-11-19 22:40:24,23,21.26,22.25,19.89,1
2025-11-19 22:40:30,28,21.26,22.21,19.78,1
2025-11-19 22:40:36,34,20.26,22.21,19.67,1
2025-11-19 22:40:41,40,20.26,22.18,19.55,1
2025-11-19 22:40:47,45,20.26,22.18,19.33,1
2025-11-19 22:40:52,51,20.26,22.17,19.04,1
2025-11-19 22:40:58,56,20.26,22.15,18.73,1
2025-11-19 22:41:03,62,20.26,22.12,18.44,1
2025-11-19 22:41:09,68,19.26,22.11,18.15,1
2025-11-19 22:41:15,73,19.26,22.1,17.89,1
2025-11-19 22:41:20,79,19.26,22.09,17.54,1
2025-11-19 22:41:26,84,19.26,22.03,17.11,1
2025-11-19 22:41:31,89,19.26,22.03,16.69,1
2025-11-19 22:41:37,95,19.26,22.01,16.29,1
2025-11-19 22:41:42,101,18.26,21.98,15.89,1
2025-11-19 22:41:48,106,18.26,21.96,15.53,1
2025-11-19 22:41:53,112,18.26,21.94,15.09,1
2025-11-19 22:41:59,117,18.26,21.9,14.6,1
2025-11-19 22:42:04,123,18.26,21.88,14.11,1
2025-11-19 22:42:10,128,18.26,21.85,13.65,1
2025-11-19 22:42:16,134,17.26,21.81,13.18,1
2025-11-19 22:42:21,140,17.26,21.77,12.76,1
2025-11-19 22:42:27,145,17.26,21.73,12.26,1
2025-11-19 22:42:32,151,17.26,21.69,11.72,1
2025-11-19 22:42:38,156,17.26,21.64,11.19,1
2025-11-19 22:42:43,162,17.26,21.58,10.69,1
2025-11-19 22:42:49,167,16.26,21.51,10.19,1
2025-11-19 22:42:55,173,16.26,21.45,9.73,1
2025-11-19 22:43:00,178,16.26,21.4,9.22,1
2025-11-19 22:43:06,184,16.26,21.36,8.67,1
2025-11-19 22:43:11,189,16.26,21.29,8.13,1
2025-11-19 22:43:17,195,16.26,21.24,7.61,1
2025-11-19 22:43:22,201,15.260000000000002,21.17,7.1,1
2025-11-19 22:43:28,206,15.260000000000002,21.08,6.64,1
2025-11-19 22:43:33,212,15.260000000000002,21.0,6.14,1
2025-11-19 22:43:39,217,15.260000000000002,20.96,5.57,1
2025-11-19 22:43:44,223,15.260000000000002,20.88,5.04,1
2025-11-19 22:43:50,228,15.260000000000002,20.8,4.52,1
