Timestamp,Elapsed_Time_s,Target_Temp_C,Sensor_Temp_1_C,Sensor_Temp_2_C,Current_Step,Note
2025-12-10 15:13:58,200,10.0,10.57,-6.63,1,PID_Ramp_or_Soaking
2025-12-10 15:14:04,206,10.0,10.24,-6.39,1,PID_Ramp_or_Soaking
2025-12-10 15:14:09,211,10.0,9.9,-6.08,1,PID_Ramp_or_Soaking
2025-12-10 15:14:14,216,10.0,9.62,-5.68,1,PID_Ramp_or_Soaking
2025-12-10 15:14:20,222,10.0,9.34,-5.16,1,PID_Ramp_or_Soaking
2025-12-10 15:14:25,227,10.0,9.08,-4.44,1,PID_Ramp_or_Soaking
2025-12-10 15:14:31,233,10.0,8.88,-3.41,1,PID_Ramp_or_Soaking
2025-12-10 15:14:36,238,10.0,8.64,-2.18,1,PID_Ramp_or_Soaking
2025-12-10 15:14:42,244,10.0,8.41,-0.82,1,PID_Ramp_or_Soaking
2025-12-10 15:14:47,249,10.0,8.17,0.76,1,PID_Ramp_or_Soaking
2025-12-10 15:14:52,254,10.0,7.99,2.49,1,PID_Ramp_or_Soaking
2025-12-10 15:14:58,260,10.0,7.81,4.42,1,PID_Ramp_or_Soaking
2025-12-10 15:15:03,265,10.0,7.6,6.52,1,PID_Ramp_or_Soaking
2025-12-10 15:15:08,270,10.0,7.46,8.72,1,PID_Ramp_or_Soaking
2025-12-10 15:15:14,276,10.0,7.34,11.05,1,PID_Ramp_or_Soaking
2025-12-10 15:15:19,281,10.0,7.29,13.49,1,PID_Ramp_or_Soaking
2025-12-10 15:15:24,286,10.0,7.27,15.96,1,PID_Ramp_or_Soaking
2025-12-10 15:15:30,292,10.0,7.29,18.51,1,PID_Ramp_or_Soaking
2025-12-10 15:15:35,297,10.0,7.42,21.02,1,PID_Ramp_or_Soaking
2025-12-10 15:15:41,303,10.0,7.72,23.5,1,PID_Ramp_or_Soaking
2025-12-10 15:15:46,308,10.0,8.51,25.82,1,PID_Ramp_or_Soaking
2025-12-10 15:15:51,313,10.0,9.66,27.87,1,PID_Ramp_or_Soaking
2025-12-10 15:15:57,319,10.0,10.7,29.39,1,PID_Ramp_or_Soaking
2025-12-10 15:16:02,324,10.0,11.64,30.09,1,PID_Ramp_or_Soaking
2025-12-10 15:16:08,330,10.0,12.39,29.98,1,PID_Ramp_or_Soaking
