Timestamp,Elapsed_Time_s,Target_Temp_C,Sensor_Temp_1_C,Sensor_Temp_2_C,Current_Step,Note
2025-12-10 15:10:39,1,10.0,24.69,3.08,1,PID_Ramp_or_Soaking
2025-12-10 15:10:44,6,10.0,24.6,2.65,1,PID_Ramp_or_Soaking
2025-12-10 15:10:49,11,10.0,24.8,2.24,1,PID_Ramp_or_Soaking
2025-12-10 15:10:55,17,10.0,24.82,1.83,1,PID_Ramp_or_Soaking
2025-12-10 15:11:00,22,10.0,24.02,1.43,1,PID_Ramp_or_Soaking
2025-12-10 15:11:06,28,10.0,22.23,1.03,1,PID_Ramp_or_Soaking
2025-12-10 15:11:11,33,10.0,22.18,0.66,1,PID_Ramp_or_Soaking
2025-12-10 15:11:16,38,10.0,22.44,0.28,1,PID_Ramp_or_Soaking
2025-12-10 15:11:22,44,10.0,17.01,-0.08,1,PID_Ramp_or_Soaking
2025-12-10 15:11:27,49,10.0,14.73,-0.48,1,PID_Ramp_or_Soaking
2025-12-10 15:11:33,54,10.0,13.37,-0.87,1,PID_Ramp_or_Soaking
2025-12-10 15:11:38,60,10.0,13.65,-1.25,1,PID_Ramp_or_Soaking
2025-12-10 15:11:43,65,10.0,19.5,-1.6,1,PID_Ramp_or_Soaking
2025-12-10 15:11:49,71,10.0,19.34,-1.91,1,PID_Ramp_or_Soaking
2025-12-10 15:11:54,76,10.0,19.15,-2.19,1,PID_Ramp_or_Soaking
2025-12-10 15:11:59,81,10.0,19.18,-2.45,1,PID_Ramp_or_Soaking
2025-12-10 15:12:05,87,10.0,19.2,-2.71,1,PID_Ramp_or_Soaking
2025-12-10 15:12:10,92,10.0,18.99,-2.97,1,PID_Ramp_or_Soaking
2025-12-10 15:12:16,98,10.0,18.73,-3.22,1,PID_Ramp_or_Soaking
2025-12-10 15:12:21,103,10.0,18.39,-3.46,1,PID_Ramp_or_Soaking
2025-12-10 15:12:27,109,10.0,17.97,-3.7,1,PID_Ramp_or_Soaking
2025-12-10 15:12:32,114,10.0,17.54,-3.95,1,PID_Ramp_or_Soaking
2025-12-10 15:12:37,119,10.0,17.09,-4.19,1,PID_Ramp_or_Soaking
2025-12-10 15:12:43,125,10.0,16.62,-4.44,1,PID_Ramp_or_Soaking
2025-12-10 15:12:48,130,10.0,16.13,-4.68,1,PID_Ramp_or_Soaking
2025-12-10 15:12:54,135,10.0,15.64,-4.9,1,PID_Ramp_or_Soaking
2025-12-10 15:12:59,141,10.0,15.14,-5.14,1,PID_Ramp_or_Soaking
2025-12-10 15:13:04,146,10.0,14.65,-5.38,1,PID_Ramp_or_Soaking
2025-12-10 15:13:10,152,10.0,14.16,-5.63,1,PID_Ramp_or_Soaking
2025-12-10 15:13:15,157,10.0,13.71,-5.86,1,PID_Ramp_or_Soaking
2025-12-10 15:13:21,162,10.0,13.24,-6.07,1,PID_Ramp_or_Soaking
2025-12-10 15:13:26,168,10.0,12.81,-6.31,1,PID_Ramp_or_Soaking
2025-12-10 15:13:31,173,10.0,12.45,-6.53,1,PID_Ramp_or_Soaking
2025-12-10 15:13:37,179,10.0,12.09,-6.69,1,PID_Ramp_or_Soaking
2025-12-10 15:13:42,184,10.0,11.67,-6.81,1,PID_Ramp_or_Soaking
2025-12-10 15:13:48,189,10.0,11.29,-6.83,1,PID_Ramp_or_Soaking
2025-12-10 15:13:53,195,10.0,10.92,-6.76,1,PID_Ramp_or_Soaking
