Point_Index,Sweep_Timestamp,Temperature_C,Frequency_Hz,Real_S11,Imag_S11,Current_Step
1,2025-12-08 12:44:52,18.86,1000000.0,7.07106803666e-11,7.07106803666e-11,1
2,2025-12-08 12:44:52,18.86,100995000.0,7.07106803666e-11,7.07106803666e-11,1
3,2025-12-08 12:44:52,18.86,200990000.0,7.07106803666e-11,7.07106803666e-11,1
4,2025-12-08 12:44:52,18.86,300985000.0,7.07106803666e-11,7.07106803666e-11,1
5,2025-12-08 12:44:52,18.86,400980000.0,7.07106803666e-11,7.07106803666e-11,1
6,2025-12-08 12:44:52,18.86,500975000.0,7.07106803666e-11,7.07106803666e-11,1
7,2025-12-08 12:44:52,18.86,600970000.0,7.07106803666e-11,7.07106803666e-11,1
8,2025-12-08 12:44:52,18.86,700965000.0,7.07106803666e-11,7.07106803666e-11,1
9,2025-12-08 12:44:52,18.86,800960000.0,7.07106803666e-11,7.07106803666e-11,1
10,2025-12-08 12:44:52,18.86,900955000.0,7.07106803666e-11,7.07106803666e-11,1
11,2025-12-08 12:44:52,18.86,1000950000.0,7.07106803666e-11,7.07106803666e-11,1
12,2025-12-08 12:44:52,18.86,1100945000.0,7.07106803666e-11,7.07106803666e-11,1
13,2025-12-08 12:44:52,18.86,1200940000.0,7.07106803666e-11,7.07106803666e-11,1
14,2025-12-08 12:44:52,18.86,1300935000.0,7.07106803666e-11,7.07106803666e-11,1
15,2025-12-08 12:44:52,18.86,1400930000.0,7.07106803666e-11,7.07106803666e-11,1
16,2025-12-08 12:44:52,18.86,1500925000.0,7.07106803666e-11,7.07106803666e-11,1
17,2025-12-08 12:44:52,18.86,1600920000.0,7.07106803666e-11,7.07106803666e-11,1
18,2025-12-08 12:44:52,18.86,1700915000.0,7.07106803666e-11,7.07106803666e-11,1
19,2025-12-08 12:44:52,18.86,1800910000.0,7.07106803666e-11,7.07106803666e-11,1
20,2025-12-08 12:44:52,18.86,1900905000.0,7.07106803666e-11,7.07106803666e-11,1
21,2025-12-08 12:44:52,18.86,2000900000.0,7.07106803666e-11,7.07106803666e-11,1
22,2025-12-08 12:44:52,18.86,2100895000.0,7.07106803666e-11,7.07106803666e-11,1
23,2025-12-08 12:44:52,18.86,2200890000.0,7.07106803666e-11,7.07106803666e-11,1
24,2025-12-08 12:44:52,18.86,2300885000.0,7.07106803666e-11,7.07106803666e-11,1
25,2025-12-08 12:44:52,18.86,2400880000.0,7.07106803666e-11,7.07106803666e-11,1
26,2025-12-08 12:44:52,18.86,2500875000.0,7.07106803666e-11,7.07106803666e-11,1
27,2025-12-08 12:44:52,18.86,2600870000.0,7.07106803666e-11,7.07106803666e-11,1
28,2025-12-08 12:44:52,18.86,2700865000.0,7.07106803666e-11,7.07106803666e-11,1
29,2025-12-08 12:44:52,18.86,2800860000.0,7.07106803666e-11,7.07106803666e-11,1
30,2025-12-08 12:44:52,18.86,2900855000.0,7.07106803666e-11,7.07106803666e-11,1
31,2025-12-08 12:44:52,18.86,3000850000.0,7.07106803666e-11,7.07106803666e-11,1
32,2025-12-08 12:44:52,18.86,3100845000.0,7.07106803666e-11,7.07106803666e-11,1
33,2025-12-08 12:44:52,18.86,3200840000.0,7.07106803666e-11,7.07106803666e-11,1
34,2025-12-08 12:44:52,18.86,3300835000.0,7.07106803666e-11,7.07106803666e-11,1
